,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized),Unnamed: 29,Unnamed: 30
435,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sn,Sonatas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#sn,,"See also (006/01-02), 380$a",,
436,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sp,Symphonic poems,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#sp,,"See also (006/01-02), 380$a",,
437,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,st,Studies and exercises,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#st,,"See also (006/01-02), 380$a",,
438,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,su,Suites,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#su,,"See also (006/01-02), 380$a",,
439,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,sy,Symphonies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#sy,,"See also (006/01-02), 380$a",,
440,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,tc,Toccatas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#tc,,"See also (006/01-02), 380$a",,
441,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,tl,Teatro lirico,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#tl,,"See also (006/01-02), 380$a",,
442,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,ts,Trio-sonatas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#ts,,"See also (006/01-02), 380$a",,
443,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,uu,Unknown,,,,,,,,,,,,,,,
444,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,vi,Villancicos,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#vi,,"See also (006/01-02), 380$a",,
445,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,vr,Variations,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#vr,,"See also (006/01-02), 380$a",,
446,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,wz,Waltzes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#wz,,"See also (006/01-02), 380$a",,
447,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,za,Zarzuelas,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,https://doi.org/10.6069/uwlswd.8rpj-ek77#za,,"See also (006/01-02), 380$a",,
448,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,18-19,Form of composition,,,zz,Other,,,,,,,,,,,,,,,
449,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
450,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,a,Full score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#a,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
451,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,b,Miniature or study score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#b,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
452,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,c,Accompaniment reduced for keyboard,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#c,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
453,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,d,Voice score with accompaniment omitted,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#d,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
454,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,e,Condensed score or piano-conductor score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#e,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
455,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,g,Close score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#g,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
456,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,h,Chorus score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,http://rdaregistry.info/termList/formatNoteMus/1002,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
457,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,i,Condensed score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,http://rdaregistry.info/termList/formatNoteMus/1003,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
458,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,j,Performer-conductor part,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#j,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
459,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,k,Vocal score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,http://rdaregistry.info/termList/formatNoteMus/1011,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
460,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,l,Score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,http://rdaregistry.info/termList/formatNoteMus/1007,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
461,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,m,Multiple score formats,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#m,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
462,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,n,Not applicable,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,https://doi.org/10.6069/uwlswd.06xx-6744#n,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
463,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,p,Piano score,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,http://rdaregistry.info/termList/formatNoteMus/1006,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
464,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
465,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,20,Format of music,,,z,Other,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,IRI,,https://doi.org/10.6069/uwlswd.06xx-6744#z,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
466,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,MUSIC,21,Music parts,,,#,No parts in hand or not specified,,,,,,,http://rdaregistry.info/Elements/e/P20209,has format of notated music,,,,,"From RDA to MARC mapping: rdae:P20209 rdakit:hasM21 ""MARC 21 Bibliographic 008 /20-21 [identifier] (music)"" .",,
